is_spam,body
0,中国文化和旅游部温馨提示，文明旅游‘三讲三不’：讲安全、讲礼让、讲卫生；不大声喧哗、不乱写乱画、不违法违规。
0,【***】您的亲情账户*************正在用车，如有疑问，可以在****客服中心-在线客服处获得帮助。
0,【***】您卡号************初始消费密码******，如需修改密码，请在商户微信小程序或***修改
1,【*************】送你***折指定饮品券，咖啡、果汁、瑞纳冰多款可选！马上去****小程序喝一杯
0,您好您购买的地理学图书目前库存不足，麻烦您申请一下退款，为您带来不便实在抱歉
1,【***】积分提醒：你超过***积分未使用，已上新多款正装好茶。别等过期！点击参与********************，R
0,****
1,【好药师大药房旗舰店】春日多风易咳嗽，滋补川贝母粉领大额优惠卷，可做川贝炖雪梨，还可搭配润喉糖哦***************
0,市气象台7日17时发布：今天傍晚到夜间晴，南转北风四级左右（阵风六七级），最低气温10度；明天白天晴，北转南风二三间四级，最高气温20度。拨*****按2号键，可零距离听气象专家解读今日天气和未来趋势。如不需要晚间天气信息请回复*****
0,北京反诈中心、北京市通信管理局提示您：近期有不法分子冒充网络平台客服，以“会员到期”“百万保障”等到期扣费为由，诱导群众访问网址、添加聊天软件好友、下载安装“加入会议、加入房间”功能的*****实施诈骗。如遇此类情况切勿轻信，凡是以扣费为由，要求按照其要求操作的，都是诈骗。
0,[海淀区城管委]缴费通知：您的车辆京******于****年05月21日在苏州街停放未缴费，请您尽快按规定于驶离车位后30日内通过“北京交通***”等方式缴费。如您已缴费请忽略。咨询电话：************，************
1,【***】**您好!您订单《环球科学》订期已结束！登录杂志铺公众号续订享50折！领津贴满***减50！R
0,【***】尊敬的客户，您持有的国信现金增利（代码：******）本月分红已到账，收益支付方式为红利再投资，您可点击*************************查看详情。我司已在官网发布（网址*****************）分红公告，特此告知。详询*****。-回复***可取消接收国信短信
0,又逢中元至，文明寄哀思。北京市民政局提醒您：文明祭扫记心头，莫要街边烧纸钱。警惕殡葬消费欺诈，选择正规殡葬机构。如有需要，请查询本市殡葬服务指南：*************************************************
1,转自*********：【***】尊敬的客户，我们为您提供了足不出户便捷服务，请点击链接下载网上国网***：**********************************************************************。
0,【***】尊敬的客户，您本月国内通用流量共有*****，截至24年3月2日15时25分，剩余*******。您可发送****至*****，或点击****************************查询其他各类型流量详情。【***】
1,【***】我是李老师，和教研组同事准备带几个学生，数学、英语提到***。咨询回复1，试课满意收费。详询********警惕R
1,【***】双11大促！年度最大力度送卡送延期送礼品！找项目/查关系/标书编制/证书服务，详询田琼***********。R
1,【***】充话费可享最高***元立减权益，本月首次签到抽*****元话费立减权益，首充还可叠加****元随机减，手机银行首页-热门活动-签到有礼或点***********************************参与。至本号码。
1,您好！有连接器及组件需求请多关照！J工资质齐全交期快！泰兴宇航黄桂宝微信***********，*************可下载产品手册
1,【***】恭喜您被天降红包砸中，「满69减20」红包已到账，点击或进入***查看********************R
0,【***】尊敬的动感地带（***********）客户，您10月01日***月31日共消费*****元，其中他人代付*****元，实际应付****元。主要消费项目包括：***套餐及固定费*****元。查询费用详情，请点击***************************，账单页面访问免流量，更多信息可详询*****。心级服务，让爱连接！【***】
1,【***】我是刘老师，10月准备带几个学生，数学、英语稳提***，预约试课回1+科目，满意再收费。详询********。验证码R
1,【***】您有超过****积分待使用，5元通用券、爆款零食等好物，一键兑换！点击：*****************************请留意积分有效期！T
0,****
0,截至当前，您账户内的套餐使用情况如下：****共享余量****流量*****畅爽冰激凌***元（首月全量全价）***套内国内流量***********共***********已用************【**智家-臻******】*****套餐宽带基本产品光宽带***（北京）全国流量（****）-次月生效***套内国内流量***********共***********已用************结转套餐流量***畅爽冰激凌***元（首月全量全价）****共***********已用************结转套餐流量(【**智家-臻******】*****套餐宽带基本产品光宽带***（北京）全国流量（****）-次月生效****共***********已用*****************语音*****畅爽冰激凌***元（首月全量全价）***语音*****分钟****共****分钟已用0分钟******【**智家-臻******】*****套餐宽带基本产品光宽带***（北京）全国语音包（****分钟）-次月生效***语音*****分钟****共****分钟已用84分钟*******短信***短信网龄升级计划（按开户时间）***国内短信****条****共***条已用0条*******本号码非共享余量****短信***短信网龄升级计划（按开户时间）***国内短信****条****共***条已用0条******查询更多套餐余量使用情况，请访问中国******地址【***********************】进行查询。***回复“****”，查看流量半年包余量。***回复“****”，查看手机上网流量。***让服务更有温度！使用中国*****，足不出户办业务、交话费，指尖一点查余额、查流量，点击*************************，畅享便利【***】
0,【***】凭取件码********至北京北投台湖产业园大门口丰巢柜取顺丰速运包裹。有疑问联系快递员***********
0,【***】验证码******，用于手机验证码登录，5分钟内有效。验证码提供给他人可能导致账号被盗，请勿泄露，谨防被骗。
0,**秘书温馨提醒：您的电话因未能接通于*******************有***********的漏接电话。**秘书将让您不错过每个漏接电话，现在订购请回复1（功能费5元/月），无需提醒回复0。如您已订购漏话提醒等相关业务请忽略本短信。详询*****
0,【***】畅连验证码：******，5分钟有效期。
0,【***】尊敬的会员您好，您在**预定的商品，订单号：************，将于11月12日00点00分结束支付尾款。距尾款结束，不足5小时了，错过支付尾款订单会自动取消，定金不退哦！购物车结算可参与凑单！火速去购物车支付吧！
0,【***】验证码：*******，有效期5分钟。感谢您的支持！如非本人操作，请忽略。
0,【***】您本月的“千兆宽带”尊享权益即将于本月底到期，请于本月底前下载或登录北京**手机营业厅**************************，进入服务-生活-权益超市-宽带权益-千兆权益。逾期无法领取，如已领取请忽略。
0,市防汛办提示：24日午后至25日傍晚本市有大到暴雨，局地大暴雨。请广大市民减少出行，避免前往山区、河道等危险地带，注意防雨避险，确保安全。
1,**消费季，云上宠粉节，超多福利大派送！***套冰墩墩送到手软，万张消费券大派送！冬奥官方合作伙伴、官方赞助商携手带来宠粉好物，好吃好玩都在这儿！就是现在，戳此围观*******************，多场直播同步开播。本短信。
1,【***】我是本校教研组张老师，携人大附中老师做寒假集训辅导，签约成绩进步*******分，达到目标再收费，询***********N
0,【***】尊敬的客户，****年12月，您的手机*************账户新增10积分，将于****年11月30日到期。直接开通积分倍享合约，每月可享最高6倍积分回报兑积分好礼。回复短信******或点击链接****************************即可办理。查询积分余额及热门礼品可发送****到*****或登录中国**积分商城****************************。【***】
0,【******虚拟实验】您的验证码是：****请不要把验证码泄露给其他人。如非本人操作，可不用理会
0,【***】您的亲情账户*************正在用车，如有疑问，可以在****客服中心-在线客服处获得帮助。
0,【***】尊敬的客户，您有流量卡券未使用且即将到期，请前往中国******我的-卡券兑换，过期则失效哦！如已兑换请忽略。戳我***************************************立即兑换，精彩不要错过哟！【中国**和你一起】
0,【***】您的验证码为******，有效时间2分钟
1,【***】开瑞坦氯雷他定片，快速抗过敏***长效！3盒到手低至****元/盒！戳***************R
1,【***】本月限时秒杀，精细擦窗直降50元起，活动期间低至***元，4h还你窗明几净！下订单***************T
0,尊敬的客户，业务受理超时，请您稍候再试。
1,【***】我是***王老师，20年毕业班经验！联合各科骨干招5名，全科保提***分，期末见效！可约试听！详询***********退T
0,【***】***********为您预定的专车****************出发，车辆详情约于出发前30分钟通知您。祝您出行愉快。
0,【***】您的验证码是******，您正在进行绑定手机，如非本人操作请忽略本短信，该验证码15分钟内有效!
1,【***】就是今天！坐礼橙专车***机会遇见彩蛋！外星人电脑等大批好礼都在礼橙专车上等你！还等什么，打开滴滴***呼叫礼橙专车！退订
0,公益短信：中宣部授予单杏花同志“时代楷模”称号，褒扬她是“科技创新赋能交通强国建设的铁路先锋”，号召全社会向她学习。
0,市空气重污染应急指挥部办公室发布：****年10月30日12时至11月2日24时本市启动空气重污染橙色预警。请市民做好健康防护。
0,市气象台16日17时发布:今夜晴间多云南部有轻微到轻度霾南风二三级最低气温14度;明天白天晴间多云北部地区有沙尘南风三四级转北风二级最高气温28度.详查*****
1,【***】3月充值活动已开启，即日起至****年3月31日，一次性充值50元即可获得2元话费券！限量***万张，先到先得！点击**************************立刻参加，【】
0,尊敬的用户您好，北京**提示您，您申请的【***】业务，业务号码：********；宽带账号：************，已装机完毕，感谢您使用**产品。您可登录“中国*****”：***************************************。搜索“订单进度查询”对我们的服务进行评价。我的百倍用心，愿您10分满意。
0,【***】您的快件尾号***************将在今日*****前到达**小区北门外，联系电话***********，请您在*****前领取，感谢！
0,尊敬的用户，您可以直接回复指令进行业务查询或办理：*****：手机上网流量查询*****：账户余额*****：实时话费*****：常用办理业务*****：常用查询业务*****：充值卡充值***【抗击疫情，服务不停！使用中国*****，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击*************************，马上拥有】
0,你的同事路晓炜为你安排了一场面试，「面试详情」点击查看→**************【***】
0,【***】尊敬的***********************************
1,【***】您团购了潮德阿水·潮汕老字…，可在“美团***→我的→我的订单”查看，到店后出示二维码兑换******************
0,【***】您的验证码******，该验证码5分钟内有效，请勿泄漏于他人！
1,【***】免费奉上80元话费券大礼包，年度话费福利盛典，拼手速先到先得。即日起至12月31日关注“北京**”官方微信，回复“5所不能”领取专属话费券，更有多种线上便捷服务等您体验。
0,【***】亲情账户**（***********）本次用车已结算成功，金额为*****元。如有疑问，请登录***查看，感谢您的支持。
1,【***】叮咚，您成功领取学生专车8折抵用20元秘籍，可与余额叠加使用！学生专车累计完成15单最高可累计获得***元立减券，快去给您的爱子约车吧！
0,市气象台17日17时发布:今天傍晚到夜间阴天间多云大部分地区有阵雨夜间有轻雾南转北风一二级最低气温23度;明天白天阴转多云山区有雷阵雨北转南风二三级最高气温32度拨*****按2号键可零距离听气象专家解读今日天气和未来趋势
0,【***】您的亲情账户首汽用户*************已取消行程。
1,【*************】3张***折大券包！好久不见，来杯瑞幸～微信关注*************瑞幸咖啡]立即领取～
0,【***】验证码为******，该验证码10分钟内一次有效。欢迎加入Q音音乐人！如有疑问请咨询「QQ音乐开放平台」微信公众号。
0,【***】尊贵的百度网盘超级会员，您的超级会员即将到期，我们将通过支付宝在到期时为您自动续费，如果您已经取消自动会员续费，请忽略这条信息。
0,【***】10月01日北京南-威海抢票订单已开始候补排队，因候补订单需预付款，已自动扣除订单金额，若抢票失败自动返还。
1,恭喜您获得缴费奖励*****定向积分，10积分享大额满减特权，***积分免单兑蓝牙耳机，阿玛尼手表最高省****元！点击******************享更多折扣好礼【***】
0,【***】您于*******************出行的订单已结算成功，金额为*****元（已参与充返，相当于*****元）。如有疑问，请登录***查看，感谢您的支持
1,【限时领取微信立减金￥********￥】工行“惠聚周末”来啦！本周五-周日（****年3月17日0点-3月19日24点）诚邀您前往中国工商银行***，根据消息中心提示或搜索栏搜“工行消费季”参加特邀客户专场活动，有机会领取5元微信立减金。活动期间每名客户仅有1次参与机会，数量有限，先到先得！复制本短信，打开中国工商银行***即可参与。仅限受邀客户，短信转发无效。。【***】
0,【***】**家长您好，我是孩子高一数学的辅导老师董一凡，请您复制该短信到微信任意聊天输入框中发送，随后在聊天内容中点击此链接，长按扫码添加我的企业微信*****************************
0,【***】截至本月20日，您有*****积分，***积分月末失效。请点击******************或通过“中国******可用积分”登录积分商城查询、使用积分【***】
0,【***】******是您登录帐号的验证码，为了您的帐号安全，短信请勿泄露给他人，如非本人操作请忽略。
1,【***】今晚20点！一方化湿败毒颗粒到手仅****元/盒，错过等一年！戳***************
0,【***】**购票成功，9月6日****次，德州东站*****开。详情点击*********************
0,注册微信83
0,公益短信：让文明祭祀成为风尚，让绿色家园生生不息。进入林区牧区，要严格遵守森林草原防火管理规定，不吸烟，不用火，严防发生森林草原火灾。国家森防办、应急管理部
0,【***】亲情账户**（***********）本次用车已结算成功，金额为*****元。如有疑问，请登录***查看，感谢您的支持。
1,【***】尊敬的贵宾，喜迎28周年答谢，回复数字***可得高端蔬菜一箱、水果一箱，土鸡蛋一箱，高端养老社区参观券一张及疫苗险，R
1,【***】好久不见，送您一张满20减7元的限时红包，点击立即查收****************************
1,【***】尊敬的用户，感谢您使用**5G套餐，更换5G手机即可体验极速5G网络（最高速率可达**********），特奉上***元5G手机折扣劵，关注“北京**”官方微信，回复“5G手机折扣”，或点击链接********************************领取。感谢您使用**业务，祝您使用愉快。
0,【***】您的小型汽车京******于****年2月28日9时0分在兴光二街未按规定停放已被记录，请立即驶离，未及时驶离的，将依法予以处罚，谢谢配合!
0,【***】尊敬的***********客户，您01月01日***月31日共消费*****元，其中他人代付*****元，实际应付****元。主要消费项目包括：***套餐及固定费*****元。查询费用详情，请点击**************************，账单页面访问免流量，更多信息可详询*****。心级服务，让爱连接！为给您提供更好的服务，诚邀您对本月账单进行评价***************************************，感谢您的支持！【***】
1,【***】即刻报名三季度飞行徽章挑战赛活动，7月1日至9月30日的深航乘机金额全部可累计，机场接送、公务舱升舱、深航酒店吃住好礼等尊享礼包等您来赢取！活动报名及详情点击***********************？查看。R
1,【***】荣耀*****双十一最高优惠****元，领***元券后****元起，整点赠耳机**********************R
0,【***】验证码****，您正在进行乐刻运动身份验证，转给他人将导致帐号被盗和个人信息泄露，谨防诈骗。如非您操作请忽略。
0,【***】尊敬的**********交通卡用户，微信正在处理您的退款，微信预计3天内处理完毕，具体到账时间以微信通知信息为准。详细退款进度请您在交通卡列表的退款记录中查询。
0,【***】尊敬的用户您好，如您需要报销，行驶中产生的高速费、停车费请向收费站、停车场索要发票。
0,中国香港数据漫游大促：每日25元包天含*****高速流量（前****按5元***计费），流量畅享，达量降速，活动时间****年12月15日至****年1月15日（计费和活动均按北京时间）。此促销不与****出境漫游高速流量包同时享用，您可发送*****至*****退订*****出境漫游高速流量包，退订成功后，北京时间次日零时生效。
0,【***】北京市北分仪器技术有限责任公司向您发送了****年10月的薪资明细，点**********************************查看。
0,【***】您的验证码为：******，请勿泄露于他人！
0,市国动办提示您：9月16日10时至10时23分，本市五环路以外区域将试鸣防空警报。请广大市民和临时来京人员保持正常的工作生活秩序。
0,【***】尊敬的动感地带（***********）客户，您11月01日***月30日共消费*****元，其中他人代付*****元，实际应付****元。主要消费项目包括：***套餐及固定费*****元；***增值业务费*****元。查询费用详情，请点击***************************，账单页面访问免流量，更多信息可详询*****。心级服务，让爱连接！您可编辑短信“*****”发送到*****免费开通使用“高频骚扰电话拦截服务”。【***】
1,【***】好久不见~赠您20元优惠券！褚橙火热预售中→充满阳光的橙香，清泉般的甘甜，早买早尝鲜***************R
0,【***】验证码****，您正在进行乐刻运动身份验证，转给他人将导致帐号被盗和个人信息泄露，谨防诈骗。如非您操作请忽略。
1,【***】收件人：尊敬的首约用户，您的省钱秘笈正在派送中！现参与充返活动，最高返***礼包，速领：*************。
0,【***】验证码是****，请在10分钟内完成输入
1,【***】细软塌救星！沙宣蓬蓬瓶晚8开抢！单件减10，第2件半价！***控油，洗出蓬松高颅顶！*****************回T退
0,**秘书温馨提醒：您的电话因未能接通于*******************有***********的漏接电话。**秘书将让您不错过每个漏接电话，现在订购请回复1（功能费5元/月），无需提醒回复0。如您已订购漏话提醒等相关业务请忽略本短信。详询*****
0,【***】您的验证码为：******，请勿泄露于他人！
1,【***】大模型应用探索覆盖工业全链条，了解智能问答机器人如何为比亚迪汽车维修工人快速提供维修知识咨询服务？及西门子、***、**********等全球数智化先行者的大模型应用实践，速戳****************************************，立即下载《工业大模型应用报告》。R
0,【***】抱歉通知您，您为手机尾号****预约06月14日***点50分出发的行程，当前暂无司机接单。为避免耽误您朋友的出行，建议您重新安排用车，感谢您的理解！
0,【您的流量即将到期】尊敬的用户，您的双V账户流量额度即将过期清零，请升级后尽快兑换，每月仅需****元，享最高***通用流量。立即查看********************************回关闭短信通知【中国**X支付宝双V会员】
0,【***】您的验证码是******，转发给他人可能导致账号被盗，请勿泄漏，谨防被骗。
1,【***】尊敬的用户您好，为了提供更好的服务，诚邀您参加**买药小时达用户体验调研，告诉我们您在**买药小时达购买商品的体验，请点击*************
0,【***】您于*******************出行的订单已结算成功，金额为******元。如有疑问，请登录***查看，感谢您的支持。
0,市森防办与市气象台联合发布森林火险红色预警：4月2至8日，本市气温高风力大，极易发生森林火灾。请大家不要在野外用火，森林火警电话*****。
0,【***】验证码*********分钟有效)。谨防以客服退款、办理贷款和公检法办案等名义要求财务转账的诈骗行为。如非本人操作请忽略。
0,【***】验证码：*******。您正在使用登录功能，验证码提供他人可能导致百度账号被盗，请勿转发或泄漏。
0,【***】您于*******************出行的订单已结算成功，金额为*****元。如有疑问，请登录***查看，感谢您的支持。
0,【***】您****年10月份通信账单信息：用户号码：***********；计费周期：10月1日***月31日；本期消费：******元，其中：月固定费***元，增值业务费5元，其他消费*****元；查询详情请点击：*************************。本短信。【***】
0,【***】验证码为：****，您正在尝试修改登录密码，请妥善保管账户信息。
1,【***】诚邀您预约9月7日-8日的「****腾讯全球数字生态大会」*****************************************，与***强企业一同智变加速，产业焕新！大会将持续释放政务、教育、健康、金融、出行、交通、能源、制造、农业、消费电子、建筑、运营商、文旅、传媒、游戏、互联网及国际化等行业和场景的数字化升级最佳实践，期待您的关注！
1,【***】尊敬****会员，您累计的******会员分于1月4日全部作废，请及时點***************兑换商品，退T
0,【***】您的订单已处理，快递公司：顺丰，快递单号：***************，请注意查收！
1,【***】尊敬的客户，为答谢您对**的信任与支持，从即日起至****年12月31日，我们将免费赠送您每月***的全国流量。温馨提示：赠送流量仅当月使用，不可结转。如此卡为主卡，则副卡可共享，如此卡为副卡，则仅限本卡使用。本次赠送的流量包到期后将会自动关闭，如有效期内需取消，可拨打*****关闭业务。如您对**满意，请您或家人在接到回访时，协助打“10分”满意，如您觉得**服务仍需完善，也请给予“10分”鼓励，我们将持续改善。您的评价对我们非常重要，我的百倍用心，愿您10分满意。短信。
0,北京市交通委员会提示您：国庆假期火车站地区客流量大，周边道路易拥堵，建议您优先选择地铁、公交等公共交通方式，合理安排出行计划。祝您节日愉快！
0,【***】遇忙未接主叫***************归属:福建福州时间*********************智能通信服务，尽在**助理微信公众号
0,【***】您于*******************出行的订单已结算成功，金额为*****元。如有疑问，请登录***查看，感谢您的支持。
0,您尾号****卡10月9日*****快捷支付支出(消费财付通-北京创业酵母管理咨询****元。回复***了解信用卡****【***】
1,【***】您的食宜全日制餐厅丨豪华套餐A的预售券已使用券号**********。T：************。详情关注公众号雅高心悦界
1,【***】订单通知：给您的7天易经实践课已发至您手机，24小时内点*******************不点击自动做废！R
0,【***】尾号****乘客已上车，您可以在曹操出行***中查看实时行程信息。
1,【***】通知：高中语数英***分下学生家长可联系刘老师：********，现有市重点老师联合办学，目标上***咨询回1。防疫R
0,【***】亲情账户**（***********）本次用车已结算成功，金额为*****元。如有疑问，请登录***查看，感谢您的支持。
0,中国**温馨提醒：您刚才接听的电话*************为境外来电，请注意辨别，防范风险。取消境外来电提醒请回复“9”。
0,【***】尊敬的5G用户，截至08月21日24时，您当月共享国内通用流量已用*******；查询流量使用详情请点击**************************，一键订购流量包请点击**************************（具体规则详见订购页面）。【***】
0,【***】您的登陆验证码：******，如非本人操作，请忽略本短信！
0,【***】尾号****为您预约05月24日***点50分出发的订单已生效，王师傅车型白色宝马3系车牌京******
0,北京市交通委员会提示您：春节假期，火车站、机场地区客流量大，周边道路易拥堵，建议您优先选择地铁、公交等公共交通方式，合理安排出行计划。
1,【***】恭喜您被天降红包砸中，「满49减10」红包已到账，点击或进入***查看******************R
0,【***】您尾号为****普卡于23年6月30日*****通过财付通支付支出****元。活期余额*******元。对方账号尾号*****。对方户名:北京轨道交通互联网票务。网联平台协议支付
0,温馨提示：您上月结转剩余国内共享流量********，本月月底前有效。点击进入**************************查询详情。
0,【***】验证码为****，有效期30分钟，请勿向他人泄露验证码信息。
1,【***】数字时代***企业持续增长的核心驱动因素是什么？点击了解：************************
1,【***】没有好福利真不敢打扰您！送您8元券！多款商品真5折，更有1元蔬菜限量抢！点******************R
1,【***】中文原创音乐剧《人间失格》白举纲、刘令飞主演，火爆开抢啦！10月保利剧院上演！选座购票>>猫眼***，
0,【***】您好感谢您使用韵达超10次以上请复制̍号码************到支͟付͟宝͟搜号码+好友登记寄您智能养生壶+精美水果！
0,【***】您预订*********入住南京江宁希尔顿欢朋酒店，确认号为：*************************，凭此确认号查询订单办理入住
1,【***】周五开播-大咖齐聚，复合材料性能表征与评价，点击报名：******************
1,【***】单车回归用户专属福利，周卡***元畅骑7天，速来领取吧**************************退订
1,【***】亲爱的*****，未来90天内您将有3首歌曲授权期限即将到期，到期后歌曲将无法结算收入（收入占比您上次月账单收入的****）。为保证您的收益结算不受影响，特邀您尽快续约。您可通过短信快捷回复“XY”一键完成续约（****************************您阅读协议全文并回复短信，即意味着您已同意续约并签署该协议），续约成功将短信告知。更多详情请访问“腾讯音乐人”微信小程序了解。**************************
1,【***】叮！送您1张***元优惠券！马迷纯露*****抢1套带走5件！抢券******************
0,温馨提示：您上月结转剩余国内共享流量********，本月月底前有效。点击进入**************************查询详情。
0,【***】尊敬的客户，您于****年07月25日11时25分06秒通过中国**互联网充值服务为您成功充值******元。查余额请点击******************************直达中国*****，畅享线上便捷服务。【***】
1,【***】***大促抢先购，每满******，领券再减，6期免/息，全程价保，买贵退差！******************
0,【***】您的亲情账户首汽用户*************已取消行程。
1,【***】30元券到账啦！褚橙赏味佳期，果肉细腻无渣，沁人心脾的甜润口感，唇齿难忘！大人小孩都爱吃→*****************退
0,市气象台28日17时发布：今天夜间多云转晴，北风三级左右（西部地区阵风六七级），最低气温20度；明天白天晴转多云，北风三四级，阵风六七级，最高气温30度。拨*****按2号键，可零距离听气象专家解读今日天气和未来趋势。如不需要晚间天气信息请回复*****
0,【***】您的亲情账户*************正在用车，如有疑问，可以在****客服中心-在线客服处获得帮助。
1,"【***】您办理的𝗘𝗧𝗖已关闭服务,需在12月1日内至**************核验，超期限用！"
0,【***】尊敬的用户，您正在使用手机验证码登录，验证码*******，5分钟内输入有效，切勿泄露。若非本人操作，请忽略本短信。
0,【***】***************已交由家门口保管，如未收到联系***********，************
0,【***】尊敬的会员，您的物流包裹已签收，可至中免日上***或小程序中查看。订单编号******，运单号***************
1,【***】88会员福利日20点开启！限时折上85折，叠加每满***减30，爆款抢买1发2，抢先加购：***************回复T退
0,市森防办提示您：4月1日-4月6日本市启动森林火险橙色预警，进山入林请勿带火种，严禁野外动火。发现森林火情，请拨打*****或***报警。
0,【***】您的验证码********登录验证码)该验证码3分钟内有效.如非本人操作请忽略.
0,【***】您的验证码是****
0,市气象台9日6时发布:今天白天阴转雷阵雨东风二三级最高气温28度;夜间阴有中雨伴有雷电东风二三级最低气温21度.拨*****按2号键可零距离听气象专家解读今日天气和未来趋势
0,【***】验证码：******，您正在登录网易手机帐号（若非本人操作，请删除本短信）
1,【***】礼橙专车超级周末，首单有机会享最高优惠15元。好车型好服务，品质出行舒心礼橙，周末用礼橙惬意出行。退订
0,【***】验证码：******，用于荣耀帐号*************登录。请勿泄露给他人。
0,截至当前，您账户内的套餐使用情况如下：****共享余量****流量*****畅爽冰激凌***元（首月全量全价）***套内国内流量***********共***********已用************【**智家-臻******】*****套餐宽带基本产品光宽带***（北京）全国流量（****）-次月生效***套内国内流量***********共***********已用****************结转套餐流量***畅爽冰激凌***元（首月全量全价）****共***********已用************结转套餐流量(【**智家-臻******】*****套餐宽带基本产品光宽带***（北京）全国流量（****）-次月生效****共***********已用*****************语音*****畅爽冰激凌***元（首月全量全价）***语音*****分钟****共****分钟已用0分钟******【**智家-臻******】*****套餐宽带基本产品光宽带***（北京）全国语音包（****分钟）-次月生效***语音*****分钟****共****分钟已用***分钟*******短信***短信网龄升级计划（按开户时间）***国内短信****条****共***条已用0条*******本号码非共享余量****短信***短信网龄升级计划（按开户时间）***国内短信****条****共***条已用0条******查询更多套餐余量使用情况，请访问中国******地址【***********************】进行查询。***回复“****”，查看流量半年包余量。***回复“****”，查看手机上网流量。***让服务更有温度！使用中国*****，足不出户办业务、交话费，指尖一点查余额、查流量，点击*************************，畅享便利【***】
1,【工行个人信用贷款】欢迎您申办工行个人信用贷款！该产品无抵押无担保，循环信用，随借随还，最快实时放款。复制本短信内容￥********￥，打开中国工商银行***即可办理（请将手机银行升级到最新版本）。申请结果以我行审批为准。。【***】
0,【***】尊敬的客户，您的****年1月流量账单已送达，点击查看账单详情***************************************回Q关闭通知。到**云盘看往期账单领福利***************************【中国******邮箱】
0,公益短信：中宣部追授鲍卫忠同志“时代楷模”称号，褒扬他是“矢志推进民族团结进步的人民好法官”号召全社会向他学习。
1,【***】我是张老师，和同事已带毕业班12年！抓提分点，讲重难点，数52补差94，英73培优***，暑假衔接数理化英，********退回T
1,【***】有现货！金花清感颗粒*****袋，仅59元/盒！储备常用药物，做好防护措施。戳***************
1,【***】我是杨老师，和同事带初高中学生，一模数学83进步到***，英90到***，数理化英全科培优补差，详询***********退T
1,【***】直播中！***大会之临床质谱新技术专场，检验中心主任标准解读：*********************
0,市气象台4日6时发布:今天白天阴天间多云大部地区有小阵雨或零星小雨南风二三级最高气温26度;夜间阴东部有零星小雨转多云南风二级转北风四级左右（阵风七级）最低气温16度.详查*****
1,【***】好久不见，甚是想念。送上8元春日快车券，不负春光，安心出行。一键打车************************退订
1,【***】您于1月15日*****在小南庄斜街新剪艺总店快速消费42元，获得积分0。您当前可用积分为0。
0,【***】您的亲情账户*************正在用车，如有疑问，可以在****客服中心-在线客服处获得帮助。
0,温馨提示：您于16日14时24分交费****元，账户当前可用余额为*******元。点击进入*************************查询详情。【***】
1,【***】美团外卖春节不打烊！年货年菜一键送到家~订束花，添个菜，66元超值红包给你把年拜！快登陆**手厅****饭票或戳**************************，立刻领取吧！
1,【***】尊敬的用户您好，您的修机订单已完成，感谢您使用**产品。您可登录“中国*****”：点击**********************************，或搜索“订单进度查询”对我们的服务进行评价。我的百倍用心，愿您10分满意
0,截至当前，您账户内的套餐使用情况如下：****共享余量****流量***北京国内0元****流量包***套餐内流量**********共***********已用*****************畅爽冰激凌***元（首月全量全价）***套内国内流量**********共***********已用************结转套餐流量***畅爽冰激凌***元（首月全量全价）****共***********已用*************语音***全家福***********专属****分钟全国语音***语音*****分钟****共****分钟已用0分钟********畅爽冰激凌***元（首月全量全价）***语音*****分钟****共****分钟已用11分钟*******短信***短信网龄升级计划（按开户时间）***国内短信****条****共***条已用0条*******本号码非共享余量****短信***短信网龄升级计划（按开户时间）***国内短信****条****共***条已用0条******查询更多套餐余量使用情况，请访问中国******地址【***********************】进行查询。***回复“****”，查看流量半年包余量。***回复“****”，查看手机上网流量。***【让服务更有温度！使用中国*****，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击*************************，马上拥有】
0,【***】尊敬的用户您好，如您需要报销，行驶中产生的高速费、停车费请向收费站、停车场索要发票。
0,【***】验证码******，请勿向他人泄露您的验证码，如非本人操作请忽略本短信。
0,公益短信：中宣部授予陆军某合成旅“杨根思连”“时代楷模”称号，褒扬他们是“‘三个不相信’英雄宣言的新时代传人”，号召全社会向他们学习。
0,【***】您可为尾号****的信用卡本期账单（1月12日-2月11日）办理账单分期，3月5日前转发此短信至*****即可申请。若您已还款或当月已办理账单分期，请忽略此条短信。该短信。编辑短信***回复至*****下载工银信用卡官方***“工银e生活”可实时办理账单分期。工银信用卡【***】
0,【***】截至本月24日，您有****积分，***积分月末失效。请点击*************************************或通过“中国******可用积分”登录积分商城查询、使用积分【***】
1,【***】稳健理财单笔最高减*****元，特邀用户福利！限时七天，精选产品助您安心赚收益！立即去**金融查看 ******************历史业绩不代表未来，市场有风险，投资需谨慎，。
0,尾号****卡9月18日*****收入(退款支付宝-深圳市活力天汇科技股份有限…*****元。回复***了解信用卡****【***】
1,【心级服务让爱连接】您好，中国**始终致力于为您提供10分满意的宽带服务体验！诚邀您参与家庭宽带满意度调查，3月25日前回复答题即可获得***或***流量奖励。【***】结合您和您家人**宽带的使用情况，您给**宽带业务是否能打10分？（直接回复数字即可）请选择*****是，10分满意****否
0,【***】您的亲情账户*************正在用车，如有疑问，可以在****客服中心-在线客服处获得帮助。
0,********欢迎你莅临香港!致电香港电话:直接拨打号码;国际长途****国家号区号电话号码查询********
